32	1	178225
32	0.1	47307
32	0.01	43133
32	0.001	43297
32	0.0001	43117
32	1e-05	42941
64	1	147334
64	0.1	147273
64	0.01	147266
64	0.001	147379
64	0.0001	147326
64	1e-05	147360
128	1	289601
128	0.1	289399
128	0.01	289624
128	0.001	289484
128	0.0001	289475
128	1e-05	289520
256	1	575068
256	0.1	574557
256	0.01	574880
256	0.001	574594
256	0.0001	574978
256	1e-05	575009
512	1	1149715
512	0.1	1149655
512	0.01	1148826
512	0.001	1148497
512	0.0001	1148930
512	1e-05	1148377
